date,fit
2020-01-13,2.2560292653138476e-22
2020-01-14,2.4509245527942126e-22
2020-01-29,2.6626565780182305e-22
2020-01-30,2.8926798437679123e-22
2020-01-31,3.14257450533447e-22
2020-02-02,3.414057225466836e-22
2020-02-05,3.7089929670647045e-22
2020-02-23,4.029407804625849e-22
2020-02-27,4.377502842457285e-22
2020-02-28,4.755669335261242e-22
2020-03-01,5.166505114968397e-22
2020-03-02,5.612832436662277e-22
2020-03-03,6.0977173661892555e-22
2020-03-04,6.624490842637107e-22
2020-03-05,7.196771560372918e-22
2020-03-06,7.818490827828604e-22
2020-03-07,8.493919573802901e-22
2020-03-08,9.227697686801478e-22
2020-03-09,1.0024865888961693e-21
2020-03-10,1.0890900363523202e-21
2020-03-11,1.1831750373717363e-21
2020-03-12,1.2853879131502323e-21
2020-03-13,1.396430819689102e-21
2020-03-14,1.5170665712877905e-21
2020-03-15,1.6481238807313597e-21
2020-03-16,1.7905030521707585e-21
2020-03-17,1.945182165803065e-21
2020-03-18,2.1132237968380068e-21
2020-03-19,2.2957823149066083e-21
2020-03-20,2.494111814056015e-21
2020-03-21,2.7095747278054953e-21
2020-03-22,2.9436511884456304e-21
2020-03-23,3.197949194874291e-21
2020-03-24,3.474215658818399e-21
2020-03-25,3.774348405323352e-21
2020-03-26,4.100409209948722e-21
2020-03-28,4.454637962229077e-21
2020-03-29,4.839468052697288e-21
2020-03-30,5.257543089171279e-21
2020-04-01,5.711735057138497e-21
2020-04-02,6.205164048990613e-21
2020-04-03,6.741219697640507e-21
2020-04-06,7.323584461759455e-21
2020-04-07,7.956258922594919e-21
2020-04-09,8.643589266145066e-21
2020-04-11,9.390297139481687e-21
2020-04-13,1.020151208631915e-20
2020-04-16,1.1082806784648859e-20
2020-04-17,1.2040235328503756e-20
2020-04-18,1.3080374816833374e-20
2020-04-20,1.4210370535183694e-20
2020-04-21,1.5437985040562057e-20
2020-04-23,1.6771651486675e-20
2020-04-27,1.822053155586221e-20
2020-05-04,1.9794578395689357e-20
2020-05-08,2.1504604992549037e-20
