date,delta_rel,omicron_rel,ba1_rel,ba2_rel,new_cases_smoothed,delta_abs,omicron_abs,ba1_abs,ba2_abs,delta_abs_fit,omicron_abs_fit,ba1_abs_fit,ba2_abs_fit,new_cases_smoothed_fit,omicron_rel_fit,ba1_rel_fit,ba2_rel_fit,delta_rel_fit
2021-11-23,0.9994903160040773,0.00025484199796126404,0.00025484199796126404,0.0,53113.714,53086.642790010184,13.535604994903162,13.535604994903162,0.0,56691.76594558917,4040.8482171119786,4948.300108502007,-25.07439928671277,60732.614162701146,0.06653506147926792,0.08147681730356009,-0.00041286546993579237,0.9334649385207321
2021-11-24,0.9985424487054991,0.001202709296539463,0.001202709296539463,0.0,54640.143,54560.50218883863,65.71620795034566,65.71620795034566,0.0,56520.4637957755,4253.2396595791415,5179.743988364343,-0.0,60773.70345535464,0.06998486874678686,0.08523002045069489,-0.0,0.9300151312532131
2021-11-25,0.9983309427833333,0.0014142152187052836,0.0014142152187052836,0.0,56898.857,56803.88955210407,80.46722949633566,80.46722949633566,0.0,56326.190638469845,4476.794630694139,5422.01305432113,-0.0,60802.98526916398,0.07362787552085094,0.08917346788679609,-0.0,0.9263721244791491
2021-11-26,0.9974348984362581,0.0018622373922428774,0.0018622373922428774,0.0,58082.0,57933.01377097474,108.1624722162508,108.1624722162508,0.0,56106.06204491842,4712.099897844695,5675.613626323665,-0.0,60818.161942763116,0.07747849897665969,0.09332103182705637,-0.0,0.9225215010233403
2021-11-27,0.9950494324015029,0.004247703426998012,0.004247703426998012,0.0,58052.571,57765.17782299795,246.5901047827454,246.5901047827454,0.0,55856.88822770442,4959.773069560085,5941.075706123338,-0.0,60816.6612972645,0.08155286666128074,0.09768829099453646,-0.0,0.9184471333387193
2021-11-28,0.9904716662930174,0.008825469535483533,0.008825469535483533,0.0,57636.0,57086.82495846435,508.6647621471289,508.6647621471289,0.0,55575.15834382345,5220.464216555588,6218.954084926298,-0.0,60795.62256037904,0.08586908064591156,0.10229279383972024,-0.0,0.9141309193540885
2021-11-29,0.9897643465641716,0.009839456922357628,0.009839456922357628,0.0,58044.286,57450.16480457389,571.1242516860059,571.1242516860059,0.0,55257.02931373836,5494.857577980805,6509.829502855788,-0.0,60751.88689171917,0.09044752120661763,0.10715435908120105,-0.0,0.9095524787933823
2021-11-30,0.9911076301462612,0.007700153439770564,0.007700153439770564,0.0,58134.429,57617.47615609608,447.6440234334476,447.6440234334476,0.0,54898.32116226028,5783.673357350283,6814.309862645313,-0.0,60681.99451961057,0.09531119408873709,0.11229541673095692,-0.0,0.9046888059112629
2021-12-01,0.9934713997514101,0.004643383141620955,0.004643383141620955,0.0,57620.857,57244.67345866584,267.5557159995518,267.5557159995518,0.0,54494.52132017929,6087.669612870238,7133.03150009916,-0.0,60582.190933049525,0.10048612503297927,0.11774139215239017,-0.0,0.8995138749670207
2021-12-02,0.9925161075164196,0.00571593186218803,0.00571593186218803,0.0,57435.143,57005.30456500893,328.29536388302574,328.29536388302574,0.0,54040.800773489085,6407.644247122925,7466.660513975398,-0.0,60448.44502061201,0.10600180442917952,0.12352113460370039,-0.0,0.8939981955708205
2021-12-03,0.9907517995310048,0.007471754518816392,0.007471754518816392,0.0,56950.714,56424.022380075585,425.52175467932,425.52175467932,0.0,53532.045373703055,6744.437101331024,7815.894158070707,-0.0,60276.48247503408,0.11189168352888712,0.129667389952756,-0.0,0.8881083164711129
2021-12-04,0.9866199249073269,0.011750181748063292,0.011203733660631598,0.0,56739.714,55980.5323659432,666.7019518331313,635.6966436364099,0.0,52962.90597366823,7098.932159698878,8181.462298416353,-0.0,60061.83813336711,0.11819372134325498,0.13621731456585534,-0.0,0.881806278656745
2021-12-05,0.9842237843398439,0.013332366168576817,0.01278591808114512,0.0,56685.429,55791.14744730753,755.7508958508631,724.7752515885679,0.0,52327.87125218533,7472.0598696163215,8564.128938630733,-0.0,59799.93112180165,0.12495097785977523,0.14321302345962825,-0.0,0.8750490221402247
2021-12-06,0.9839620778194744,0.013654862315076942,0.012959671107014578,0.0,52053.571,51218.73987908354,710.784345013082,674.597160105632,0.0,51621.367037910364,7864.799583815004,8964.693816616284,-0.0,59486.166621725366,0.13221224413110264,0.15070216027909628,-0.0,0.8677877558688973
2021-12-07,0.9853870939826472,0.012506169982177582,0.01235742686154691,0.0,55540.286,54728.68102050511,694.5962575747578,686.3350221143978,0.0,50837.88551703792,8278.182130887131,9383.994075937797,-0.0,59116.06764792505,0.14003269263762833,0.15873846907114383,-0.0,0.8599673073623717
