date,fit
2020-01-13,4.281929310290432e-16
2020-01-14,4.520821306726061e-16
2020-01-29,4.7730412639535e-16
2020-01-30,5.039332758741897e-16
2020-01-31,5.320480852557032e-16
2020-02-02,5.617314406023263e-16
2020-02-23,5.930708522511022e-16
2020-02-27,6.261587128053521e-16
2020-02-28,6.610925695199246e-16
2020-03-01,6.979754118830232e-16
2020-03-02,7.369159752423951e-16
2020-03-03,7.780290613710867e-16
2020-03-04,8.214358769178082e-16
2020-03-05,8.672643907396325e-16
2020-03-06,9.156497111706387e-16
2020-03-07,9.667344843385599e-16
2020-03-08,1.0206693147038727e-15
2020-03-09,1.0776132090610764e-15
2020-03-10,1.1377340453110665e-15
2020-03-11,1.2012090673867283e-15
2020-03-12,1.2682254077907995e-15
2020-03-13,1.3389806392864321e-15
2020-03-14,1.4136833573670467e-15
2020-03-15,1.4925537952226235e-15
2020-03-16,1.575824473015311e-15
2020-03-17,1.6637408833787541e-15
2020-03-18,1.7565622151617787e-15
2020-03-19,1.8545621175503746e-15
2020-03-20,1.9580295068206204e-15
2020-03-21,2.0672694181008275e-15
2020-03-22,2.182603904654241e-15
2020-03-23,2.3043729873333952e-15
2020-03-24,2.4329356570050876e-15
2020-03-25,2.56867093290152e-15
2020-03-26,2.7119789800176438e-15
2020-03-28,2.863282288848758e-15
2020-03-29,3.0230269209467048e-15
2020-03-30,3.1916838239665783e-15
2020-04-01,3.3697502200806365e-15
2020-04-02,3.557751071853189e-15
2020-04-03,3.756240629897377e-15
2020-04-06,3.9658040668771016e-15
2020-04-07,4.187059202671144e-15
2020-04-09,4.420658325785213e-15
2020-04-11,4.667290116382157e-15
2020-04-13,4.927681676599479e-15
2020-04-16,5.202600674139459e-15
2020-04-17,5.492857605452052e-15
2020-04-18,5.799308185182443e-15
2020-04-20,6.122855868927307e-15
2020-04-21,6.464454516737826e-15
2020-04-23,6.825111205221566e-15
2020-04-27,7.205889196533087e-15
2020-05-04,7.60791107300749e-15
2020-05-08,8.032362046676694e-15
2020-05-11,8.480493453426596e-15
2020-05-12,8.953626442095884e-15
2020-05-18,9.453155869391829e-15
2020-05-21,9.98055441210684e-15
2020-05-25,1.0537376908758679e-14
2020-05-27,1.112526494345332e-14
2020-06-02,1.174595168548555e-14
2020-06-03,1.24012669989445e-14
2020-06-27,1.3093142837387043e-14
2020-06-29,1.382361893948501e-14
2020-07-03,1.459484884243614e-14
2020-07-07,1.5409106230867667e-14
2020-08-10,1.6268791639950396e-14
2020-08-19,1.7176439532483932e-14
2020-08-21,1.813472577081806e-14
2020-08-25,1.9146475505637745e-14
2020-08-26,2.021467150486993e-14
2020-08-31,2.1342462947265512e-14
2020-09-03,2.2533174706582188e-14
2020-09-07,2.3790317153738238e-14
2020-09-10,2.5117596505836487e-14
2020-09-14,2.6518925752567256e-14
2020-09-15,2.799843619220333e-14
2020-09-16,2.9560489611197467e-14
2020-09-17,3.1209691143287665e-14
2020-09-18,3.295090284602206e-14
2020-09-19,3.478925803472739e-14
2020-09-20,3.67301764161814e-14
2020-09-21,3.877938006660292e-14
2020-09-22,4.0942910301065716e-14
2020-09-23,4.3227145484070635e-14
2020-09-24,4.563881983378132e-14
2020-09-25,4.8185043275363066e-14
2020-09-26,5.087332240195297e-14
2020-09-27,5.371158260505991e-14
2020-09-28,5.670819143963426e-14
2020-09-29,5.987198329269209e-14
2020-09-30,6.32122854282217e-14
2020-10-01,6.673894548515299e-14
2020-10-02,7.046236050945993e-14
