date,fit
2020-01-13,1.9609560448765185e-38
2020-01-14,2.2992179264078553e-38
2020-01-29,2.695829458761886e-38
2020-01-30,3.1608558663608956e-38
2020-01-31,3.7060986092557425e-38
2020-02-02,4.3453948810834254e-38
2020-02-23,5.094968769958952e-38
2020-02-27,5.973842994076712e-38
2020-02-28,7.004321661066124e-38
2020-03-01,8.212556302588825e-38
2020-03-02,9.62920954902655e-38
2020-03-03,1.129023328702591e-37
2020-03-04,1.3237781048015103e-37
2020-03-05,1.5521277782325569e-37
2020-03-06,1.8198674167694619e-37
2020-03-07,2.133791728404318e-37
2020-03-08,2.501867497737316e-37
2020-03-09,2.933435767376983e-37
2020-03-10,3.4394488953187373e-37
2020-03-11,4.0327485043544766e-37
2020-03-12,4.728391377324463e-37
2020-03-13,5.544031568795984e-37
2020-03-14,6.500368430415098e-37
2020-03-15,7.621671919937112e-37
2020-03-16,8.936398525252136e-37
2020-03-17,1.0477913434351639e-36
2020-03-18,1.2285337278494857e-36
2020-03-19,1.4404538937261473e-36
2020-03-20,1.6889299600939055e-36
2020-03-21,1.9802677631868046e-36
2020-03-22,2.3218608862257585e-36
2020-03-23,2.722378294089533e-36
2020-03-24,3.191984334676166e-36
2020-03-25,3.742596690158212e-36
2020-03-26,4.388188824430446e-36
2020-03-28,5.145144602274126e-36
2020-03-29,6.032674079777437e-36
2020-03-30,7.073301017960205e-36
2020-04-01,8.293434491744232e-36
2020-04-02,9.724039100585024e-36
2020-04-03,1.1401420789400648e-35
2020-04-06,1.3368148222394377e-35
2020-04-07,1.5674133092433678e-35
2020-04-09,1.837789678212596e-35
2020-04-11,2.1548055521967616e-35
2020-04-13,2.5265061735975934e-35
2020-04-16,2.9623245766743224e-35
2020-04-17,3.473320979490417e-35
2020-04-18,4.0724634706005586e-35
2020-04-20,4.7749571137560643e-35
2020-04-21,5.598629822662844e-35
2020-04-23,6.5643847985378e-35
2020-04-27,7.696731012442427e-35
2020-05-04,9.024405194998268e-35
2020-05-08,1.0581101118365486e-34
2020-05-11,1.2406324678232362e-34
2020-05-12,1.4546396476125313e-34
2020-05-18,1.705562734561418e-34
2020-05-21,1.9997696654969157e-34
2020-05-25,2.344726836488956e-34
2020-05-27,2.749188585369063e-34
2020-06-02,3.223419359690199e-34
2020-06-03,3.779454208315329e-34
2020-06-27,4.431404207402012e-34
2020-06-29,5.195814571896553e-34
2020-07-03,6.092084540705828e-34
2020-07-07,7.142959691411659e-34
2020-08-10,8.375109178511349e-34
2020-08-19,9.819802544359989e-34
2020-08-21,1.1513703278953243e-33
2020-08-25,1.3499799267544293e-33
2020-08-26,1.58284937390325e-33
2020-08-31,1.8558884401261643e-33
2020-09-03,2.1760263225175392e-33
2020-09-07,2.5513874939419195e-33
2020-09-10,2.991497886253515e-33
2020-09-14,3.507526639802068e-33
2020-09-15,4.112569554354272e-33
2020-09-16,4.821981434859784e-33
2020-09-17,5.6537657663477214e-33
2020-09-18,6.629031607139607e-33
2020-09-19,7.772529295433361e-33
2020-09-20,9.113278564444273e-33
2020-09-21,1.0685305006435498e-32
2020-09-22,1.2528503575652297e-32
2020-09-23,1.4689651044176767e-32
2020-09-24,1.722359310484896e-32
2020-09-25,2.0194636247605276e-32
2020-09-26,2.3678179732327655e-32
2020-09-27,2.7762629074484465e-32
2020-09-28,3.255163960408253e-32
2020-09-29,3.8166747035060855e-32
2020-09-30,4.4750451803835116e-32
2020-10-01,5.246983545146672e-32
2020-10-02,6.152080082615064e-32
2020-10-04,7.213304371407256e-32
2020-10-05,8.457588206889309e-32
2020-10-06,9.916509077428275e-32
2020-10-07,1.1627091539242212e-31
2020-10-08,1.363274682717031e-31
2020-10-09,1.5984374546847127e-31
2020-10-10,1.874165440706914e-31
2020-10-11,2.197456077399614e-31
2020-10-12,2.57651384836079e-31
2020-10-13,3.0209584979057165e-31
2020-10-14,3.542069161349484e-31
2020-10-15,4.1530706073853455e-31
2020-10-16,4.869468856829666e-31
2020-10-17,5.709444695081141e-31
2020-10-18,6.6943150648701055e-31
2020-10-19,7.849074048541943e-31
2020-10-20,9.203027168947573e-31
2020-10-21,1.0790535106254879e-30
2020-10-22,1.2651885704759454e-30
2020-10-23,1.4834316399518478e-30
