date,fit
2020-01-13,1.3204502692722152e-38
2020-01-14,1.5497266754037435e-38
2020-01-29,1.8188134944163236e-38
2020-01-30,2.1346232080628228e-38
2020-01-31,2.505268546989026e-38
2020-02-02,2.940270895971535e-38
2020-02-23,3.450804885603045e-38
2020-02-27,4.049985453659016e-38
2020-02-28,4.753204750370355e-38
2020-03-01,5.578527542248673e-38
2020-03-02,6.547155271862146e-38
2020-03-03,7.683970694638347e-38
2020-03-04,9.018177083689012e-38
2020-03-05,1.0584048422975073e-37
2020-03-06,1.2421809860275941e-37
2020-03-07,1.457867103762492e-37
2020-03-08,1.7110038844095004e-37
2020-03-09,2.0080940744934576e-37
2020-03-10,2.356769525048394e-37
2020-03-11,2.765987243699228e-37
2020-03-12,3.2462594882499795e-37
2020-03-13,3.809923812576677e-37
2020-03-14,4.4714600019433285e-37
2020-03-15,5.2478620393874145e-37
2020-03-16,6.159074658494974e-37
2020-03-17,7.228505697025348e-37
2020-03-18,8.483627413065973e-37
2020-03-19,9.956682210728996e-37
2020-03-20,1.1685510904541052e-36
2020-03-21,1.3714524799536612e-36
2020-03-22,1.6095846558494305e-36
2020-03-23,1.8890649163677207e-36
2020-03-24,2.21707273692174e-36
2020-03-25,2.602034201266608e-36
2020-03-26,3.0538384563610054e-36
2020-03-28,3.584091751372776e-36
2020-03-29,4.206415586751538e-36
2020-03-30,4.936796632421358e-36
2020-04-01,5.793997404024561e-36
2020-04-02,6.800038246942835e-36
2020-04-03,7.980763009621934e-36
2020-04-06,9.366502937595198e-36
2020-04-07,1.0992855842756756e-35
2020-04-09,1.29016005637061e-35
2020-04-11,1.5141770208429937e-35
2020-04-13,1.777091174949812e-35
2020-04-16,2.0856564329092178e-35
2020-04-17,2.4477994249555115e-35
2020-04-18,2.872823121905451e-35
2020-04-20,3.371645816080124e-35
2020-04-21,3.957081597683111e-35
2020-04-23,4.644169531699837e-35
2020-04-27,5.450559991433364e-35
2020-05-04,6.396968073071241e-35
2020-05-08,7.507705738898124e-35
2020-05-11,8.811306359205102e-35
2020-05-12,1.0341257696543918e-34
2020-05-18,1.213686216171655e-34
2020-05-21,1.4244246440327678e-34
2020-05-25,1.671754642586229e-34
2020-05-27,1.962029789863955e-34
2020-06-02,2.3027068675330323e-34
2020-06-03,2.7025374156788196e-34
2020-06-27,3.1717925482059567e-34
2020-06-29,3.722526804065747e-34
2020-07-03,4.368887812295833e-34
2020-07-07,5.127479725755107e-34
2020-08-10,6.017789759681154e-34
2020-08-19,7.0626887922781185e-34
2020-08-21,8.289018887096044e-34
2020-08-25,9.72828282987006e-34
2020-08-26,1.141745339309999e-33
2020-08-31,1.3399923117300392e-33
2020-09-03,1.572661900753392e-33
2020-09-07,1.8457310780299062e-33
2020-09-10,2.1662146267887785e-33
2020-09-14,2.5423453422707562e-33
2020-09-15,2.9837855212654125e-33
2020-09-16,3.501875173638371e-33
2020-09-17,4.109923332071142e-33
2020-09-18,4.823549943373091e-33
2020-09-19,5.661087124097106e-33
2020-09-20,6.644050088181954e-33
2020-09-21,7.797689844123557e-33
2020-09-22,9.151641859729963e-33
2020-09-23,1.0740687357791939e-32
2020-09-24,1.2605646799342254e-32
2020-09-25,1.4794428506895356e-32
2020-09-26,1.7363259365402946e-32
2020-09-27,2.0378129215990625e-32
2020-09-28,2.3916486047029316e-32
2020-09-29,2.8069225529736246e-32
2020-09-30,3.2943026006827257e-32
2020-10-01,3.8663088916963056e-32
2020-10-02,4.5376355052847755e-32
2020-10-04,5.32552792743554e-32
2020-10-05,6.25022606440408e-32
2020-10-06,7.335484178930426e-32
2020-10-07,8.609181105590775e-32
2020-10-08,1.0104036420901697e-31
2020-10-09,1.185845096563366e-31
2020-10-10,1.39174933112316e-31
2020-10-11,1.633405751134911e-31
2020-10-12,1.917022187959293e-31
2020-10-13,2.2498843698663466e-31
2020-10-14,2.640543082684678e-31
2020-10-15,3.0990338280931305e-31
2020-10-16,3.637134622284226e-31
2020-10-17,4.268668557502779e-31
2020-10-18,5.009858898862937e-31
2020-10-19,5.879745838407006e-31
2020-10-20,6.900675612263452e-31
2020-10-21,8.098874545670673e-31
2020-10-22,9.50512277231923e-31
2020-10-23,1.1155544934963383e-30
2020-10-24,1.309253817934879e-30
2020-10-25,1.5365861280381138e-30
2020-10-26,1.8033912878737425e-30
2020-10-27,2.1165231664112756e-30
2020-10-28,2.484025704281454e-30
2020-10-29,2.9153395518903405e-30
2020-10-30,3.421544587146223e-30
2020-10-31,4.015644542756097e-30
2020-11-02,4.712901054788355e-30
2020-11-03,5.531225713763151e-30
2020-11-04,6.49164018954118e-30
2020-11-05,7.618816250005264e-30
2020-11-06,8.941709545896274e-30
2020-11-07,1.049430344288948e-29
2020-11-08,1.2316482008967403e-29
2020-11-09,1.4455054582969824e-29
2020-11-10,1.6964958244124034e-29
2020-11-11,1.991066907239176e-29
2020-11-12,2.3367858453032864e-29
2020-11-13,2.742533697363977e-29
2020-11-14,3.218733584977159e-29
2020-11-15,3.7776184485965673e-29
2020-11-16,4.433545295510564e-29
2020-11-17,5.203364012224726e-29
2020-11-18,6.106850215589702e-29
2020-11-19,7.167213262041781e-29
2020-11-20,8.411692465037466e-29
2020-11-21,9.872256836712304e-29
2020-11-22,1.1586426329196373e-28
2020-11-23,1.3598235672179068e-28
2020-11-24,1.5959365566427304e-28
2020-11-25,1.8730470292110504e-28
2020-11-26,2.198273583642033e-28
2020-11-27,2.579970856670811e-28
2020-11-28,3.027944142531565e-28
2020-11-29,3.5537012778981904e-28
2020-11-30,4.170748262871454e-28
2020-12-01,4.89493621212117e-28
2020-12-02,5.744868548896594e-28
2020-12-03,6.742378902175579e-28
2020-12-04,7.91309198349439e-28
2020-12-05,9.287081851635178e-28
2020-12-06,1.0899644475115085e-27
2020-12-07,1.279220443857598e-27
2020-12-08,1.5013379085155558e-27
2020-12-09,1.7620227431236733e-27
2020-12-10,2.067971593653347e-27
2020-12-11,2.4270438783189822e-27
2020-12-12,2.848463685557336e-27
2020-12-13,3.343056728565847e-27
2020-12-14,3.9235284434467845e-27
2020-12-15,4.604790374927263e-27
2020-12-16,5.404343234070022e-27
2020-12-17,6.342726468216169e-27
2020-12-18,7.444045892013566e-27
2020-12-19,8.736592933667572e-27
2020-12-20,1.0253571404026424e-26
2020-12-21,1.2033950458228836e-26
2020-12-22,1.4123465661363606e-26
2020-12-23,1.6575793874181692e-26
2020-12-24,1.9453932140111408e-26
2020-12-25,2.2831815995343418e-26
2020-12-26,2.679621877421835e-26
2020-12-27,3.1448980700536996e-26
2020-12-28,3.690962502718281e-26
2020-12-29,4.331842842919128e-26
2020-12-30,5.084002452457878e-26
2020-12-31,5.966763309257035e-26
2021-01-01,7.002802363221555e-26
2021-01-02,8.218734076858712e-26
2021-01-03,9.645794115349582e-26
2021-01-04,1.132064174915788e-25
2021-01-05,1.3286301581829984e-25
2021-01-06,1.5593268794719218e-25
2021-01-07,1.8300806300896284e-25
2021-01-08,2.1478467130403765e-25
2021-01-09,2.5207881154899625e-25
2021-01-10,2.9584852050268393e-25
2021-01-11,3.4721818365370216e-25
2021-01-12,4.075074191850934e-25
2021-01-13,4.782649772067133e-25
2021-01-14,5.613085250814662e-25
2021-01-15,6.58771340877323e-25
2021-01-16,7.7315711443777355e-25
2021-01-17,9.074042638370602e-25
2021-01-18,1.0649614194243462e-24
2021-01-19,1.249876014541149e-24
2021-01-20,1.4668982586896937e-24
2021-01-21,1.7216031640840784e-24
2021-01-22,2.0205337602839953e-24
2021-01-23,2.3713691759037516e-24
2021-01-24,2.783121905192064e-24
2021-01-25,3.2663693269977098e-24
2021-01-26,3.8335254235352156e-24
2021-01-27,4.4991596790429505e-24
2021-01-28,5.280371350415815e-24
2021-01-29,6.1972287243254715e-24
2021-01-30,7.273284644759056e-24
2021-01-31,8.53618155419064e-24
2021-02-01,1.001836159108811e-23
2021-02-02,1.1757899985212431e-23
2021-02-03,1.3799483159525705e-23
2021-02-04,1.6195556664840237e-23
2021-02-05,1.9007672436122468e-23
2021-02-06,2.2308069979667557e-23
2021-02-07,2.618153210973937e-23
2021-02-08,3.0727562906072786e-23
2021-02-09,3.606294384106867e-23
2021-02-10,4.2324733740176794e-23
2021-02-11,4.9673789640457356e-23
2021-02-12,5.829889899347738e-23
2021-02-13,6.842162936333619e-23
2021-02-14,8.030202020208814e-23
2021-02-15,9.424526291669927e-23
2021-02-16,1.1060954082954525e-22
2021-02-17,1.2981523043058889e-22
2021-02-18,1.5235570028915283e-22
2021-02-19,1.7880998503491778e-22
2021-02-20,2.0985765998585422e-22
2021-02-21,2.462962985324224e-22
2021-02-22,2.8906196073501234e-22
2021-02-23,3.392532394593409e-22
2021-02-24,3.9815948176302967e-22
2021-02-25,4.672939105031094e-22
2021-02-26,5.484324970144798e-22
2021-02-27,6.436595834465382e-22
2021-02-28,7.55421426735104e-22
2021-03-01,8.86589039682798e-22
2021-03-02,1.0405319434516174e-21
2021-03-03,1.2212047260707858e-21
2021-03-04,1.4332486305327711e-21
2021-03-05,1.6821107821400452e-21
2021-03-06,1.9741841178944832e-21
2021-03-07,2.3169716125286157e-21
2021-03-08,2.7192790199269658e-21
2021-03-09,3.191441081207283e-21
2021-03-10,3.745587010446298e-21
2021-03-11,4.395952078023881e-21
2021-03-12,5.159243295747133e-21
2021-03-13,6.055068597717083e-21
2021-03-14,7.106440542023387e-21
2021-03-15,8.340367472691169e-21
2021-03-16,9.788547328043829e-21
2021-03-17,1.1488181918492457e-20
2021-03-18,1.3482932591464812e-20
2021-03-19,1.5824041833230142e-20
2021-03-20,1.8571649620078344e-20
2021-03-21,2.1796338334157974e-20
2021-03-22,2.5580945930805456e-20
2021-03-23,3.002269393521356e-20
2021-03-24,3.523568493384228e-20
2021-03-25,4.135383371779223e-20
2021-03-26,4.8534307375313993e-20
2021-03-27,5.696156270483742e-20
2021-03-28,6.685208466428964e-20
2021-03-29,7.84599475811392e-20
2021-03-30,9.208334198325219e-20
2021-03-31,1.080722347161364e-19
2021-04-01,1.26837359124779e-19
2021-04-02,1.488607662458764e-19
2021-04-03,1.7470820805650315e-19
2021-04-04,2.0504367088840062e-19
2021-04-05,2.4064643235189706e-19
2021-04-06,2.824310799391399e-19
2021-04-07,3.3147100555783277e-19
2021-04-08,3.890259795387877e-19
2021-04-09,4.5657451245673805e-19
2021-04-10,5.358518360965275e-19
2021-04-11,6.288944792449949e-19
2021-04-12,7.380925834013379e-19
2021-04-13,8.662513023267131e-19
2021-04-14,1.0166628627058111e-18
2021-04-15,1.1931911370625985e-18
2021-04-16,1.4003709014959079e-18
2021-04-17,1.6435243280335943e-18
2021-04-18,1.928897704138842e-18
2021-04-19,2.2638218915102164e-18
2021-04-20,2.656900646148543e-18
2021-04-21,3.1182316373817245e-18
2021-04-22,3.659665843532172e-18
2021-04-23,4.295111987755257e-18
2021-04-24,5.0408938346004135e-18
2021-04-25,5.916169525766559e-18
2021-04-26,6.94342372722945e-18
2021-04-27,8.149045230343671e-18
2021-04-28,9.564004844723048e-18
2021-04-29,1.1224650997062596e-17
2021-04-30,1.3173643473777191e-17
2021-05-01,1.546104929405881e-17
2021-05-02,1.8145628864873066e-17
2021-05-03,2.1296345457499957e-17
2021-05-04,2.4994136782062686e-17
2021-05-05,2.9333994169429235e-17
2021-05-06,3.4427402771903275e-17
2021-05-07,4.0405205468202574e-17
2021-05-08,4.7420964042633303e-17
2021-05-09,5.565490398266596e-17
