date,fit
2020-01-13,4.651252417637319e-19
2020-01-14,5.242300914341301e-19
2020-01-29,5.90845570373569e-19
2020-01-30,6.659260766108369e-19
2020-01-31,7.505472863745393e-19
2020-02-02,8.4592156527515925e-19
2020-02-23,9.534153378318712e-19
2020-02-27,1.0745686641968865e-18
2020-02-28,1.2111173045524226e-18
2020-03-01,1.3650175872963776e-18
2020-03-02,1.538474437302347e-18
2020-03-03,1.733972965814161e-18
2020-03-04,1.954314074562329e-18
2020-03-05,2.2026545842017193e-18
2020-03-06,2.482552461989197e-18
2020-03-07,2.798017796677036e-18
2020-03-08,3.1535702509377324e-18
2020-03-09,3.554303814439743e-18
2020-03-10,4.0059597852891935e-18
2020-03-11,4.5150090254408394e-18
2020-03-12,5.088744668549075e-18
2020-03-13,5.735386608481491e-18
2020-03-14,6.464199265499379e-18
2020-03-15,7.285624317337172e-18
2020-03-16,8.211430296815653e-18
2020-03-17,9.254881199269097e-18
2020-03-18,1.0430926515420862e-17
2020-03-19,1.1756415412301869e-17
2020-03-20,1.3250338130776613e-17
2020-03-21,1.4934098058171212e-17
2020-03-22,1.6831818373981474e-17
2020-03-23,1.8970687661963417e-17
2020-03-24,2.1381349440181973e-17
2020-03-25,2.4098341189802273e-17
2020-03-26,2.716058917257836e-17
2020-03-28,3.061196612627235e-17
2020-03-29,3.450191982809237e-17
2020-03-30,3.888618153155715e-17
2020-04-01,4.382756442654523e-17
2020-04-02,4.939686356203806e-17
2020-04-03,5.567387012472783e-17
2020-04-06,6.274851460502636e-17
2020-04-07,7.072215522858725e-17
2020-04-09,7.970903011265452e-17
2020-04-11,8.983789395224618e-17
2020-04-13,1.0125386268492122e-16
2020-04-16,1.1412049256259915e-16
2020-04-17,1.2862212341722062e-16
2020-04-18,1.4496651969215847e-16
2020-04-20,1.6338784707734952e-16
2020-04-21,1.8415002739432786e-16
2020-04-23,2.0755051979648014e-16
2020-04-27,2.33924582457685e-16
2020-05-04,2.636500758064104e-16
2020-05-08,2.971528761210891e-16
2020-05-11,3.349129770471638e-16
2020-05-12,3.7747136645208575e-16
2020-05-18,4.254377771427427e-16
2020-05-21,4.794994224896603e-16
2020-05-25,5.404308421129587e-16
2020-05-27,6.091049986889646e-16
2020-06-02,6.865057848610611e-16
2020-06-03,7.737421194409909e-16
2020-06-27,8.720638348563956e-16
2020-06-29,9.82879583463657e-16
2020-07-03,1.1077770192691992e-15
2020-07-07,1.2485455442022898e-15
2020-08-10,1.407201944824398e-15
2020-08-19,1.5860192867716065e-15
2020-08-21,1.7875594808998046e-15
2020-08-25,2.0147099877070574e-15
2020-08-26,2.270725185896115e-15
2020-08-31,2.559272997763439e-15
2020-09-03,2.8844874394151663e-15
2020-09-07,3.251027848695698e-15
2020-09-10,3.664145639385379e-15
2020-09-14,4.1297595380529986e-15
2020-09-15,4.654540381479043e-15
2020-09-16,5.246006689540346e-15
2020-09-17,5.912632382825523e-15
2020-09-18,6.6639681882488e-15
2020-09-19,7.510778472036477e-15
2020-09-20,8.465195460488962e-15
2020-09-21,9.540893058033852e-15
2020-09-22,1.0753282752856982e-14
2020-09-23,1.2119734416845019e-14
2020-09-24,1.3659825163235086e-14
2020-09-25,1.5395619827346345e-14
2020-09-26,1.735198708883356e-14
2020-09-27,1.9556955764537408e-14
2020-09-28,2.2042116376527476e-14
2020-09-29,2.4843073748593437e-14
2020-09-30,2.799995711551907e-14
2020-10-01,3.155799505346225e-14
2020-10-02,3.5568163468448984e-14
2020-10-04,4.008791592669695e-14
2020-10-05,4.5182006790186243e-14
2020-10-06,5.0923418950520746e-14
2020-10-07,5.739440945269166e-14
2020-10-08,6.468768798936949e-14
2020-10-09,7.290774514997217e-14
2020-10-10,8.217234945430172e-14
2020-10-11,9.261423461869914e-14
2020-10-12,1.0438300122813931e-13
2020-10-13,1.1764726005945716e-13
2020-10-14,1.32597047763045e-13
2020-10-15,1.4944654951241084e-13
2020-10-16,1.6843716762893186e-13
2020-10-17,1.8984098014588575e-13
2020-10-18,2.139646388625228e-13
2020-10-19,2.4115376273546737e-13
2020-10-20,2.7179788955146043e-13
2020-10-21,3.0633605682389137e-13
2020-10-22,3.4526309187048677e-13
2020-10-23,3.8913670118988806e-13
2020-10-24,4.385854607064416e-13
2020-10-25,4.943178213591699e-13
2020-10-26,5.571322590577762e-13
2020-10-27,6.279287144237601e-13
2020-10-28,7.077214862135355e-13
2020-10-29,7.976537631471888e-13
2020-10-30,8.990140023400325e-13
2020-10-31,1.0132543889901902e-12
2020-11-02,1.1420116417937072e-12
2020-11-03,1.2871304621656656e-12
2020-11-04,1.4506899632237218e-12
2020-11-05,1.635033457181222e-12
2020-11-06,1.842802027913149e-12
2020-11-07,2.076972369687918e-12
2020-11-08,2.340899434179613e-12
2020-11-09,2.6383644967629557e-12
2020-11-10,2.97362933073566e-12
2020-11-11,3.351497265620404e-12
2020-11-12,3.777382004327243e-12
2020-11-13,4.2573851851176075e-12
