date,delta_rel,omicron_rel,ba1_rel,ba2_rel,new_cases_smoothed,delta_abs,omicron_abs,ba1_abs,ba2_abs,delta_abs_fit,omicron_abs_fit,ba1_abs_fit,ba2_abs_fit,new_cases_smoothed_fit,omicron_rel_fit,ba1_rel_fit,ba2_rel_fit,delta_rel_fit
2021-11-23,0.9994903160040773,0.00025484199796126404,0.00025484199796126404,0.0,53113.714,53086.642790010184,13.535604994903162,13.535604994903162,0.0,57347.58829099631,277.1283613782816,284.0749452970772,0.00012478592927206192,57624.71665237459,0.004809192608270496,0.004929741295055393,2.165493151573176e-09,0.9951908073917295
2021-11-24,0.9985424487054991,0.001202709296539463,0.001202709296539463,0.0,54640.143,54560.50218883863,65.71620795034566,65.71620795034566,0.0,57245.11134765709,309.2935086573754,316.74136594336153,0.00018924589849155608,57554.40485631447,0.0053739328801945185,0.005503338393197039,3.2881218903055576e-09,0.9946260671198054
2021-11-25,0.9983309427833333,0.0014142152187052836,0.0014142152187052836,0.0,56898.857,56803.88955210407,80.46722949633566,80.46722949633566,0.0,57124.94889018062,345.19193207731695,353.1641722037452,0.0002870035933121402,57470.140822257934,0.006006457042534784,0.006145176732661951,4.993960154017666e-09,0.9939935429574652
2021-11-26,0.9974348984362581,0.0018622373922428774,0.0018622373922428774,0.0,58082.0,57933.01377097474,108.1624722162508,108.1624722162508,0.0,56984.144433145324,385.2569376206001,393.7753193583796,0.0004352594335234994,57369.401370765925,0.006715373150414601,0.006863856166347207,7.586961396206885e-09,0.9932846268495854
2021-11-27,0.9950494324015029,0.004247703426998012,0.004247703426998012,0.0,58052.571,57765.17782299795,246.5901047827454,246.5901047827454,0.0,56819.28329188659,429.9721233101091,439.0564342023297,0.0006600989635176943,57249.2554151967,0.007510527782270054,0.007669207765552581,1.1530262860719624e-08,0.99248947221773
2021-11-28,0.9904716662930174,0.008825469535483533,0.008825469535483533,0.0,57636.0,57086.82495846435,508.6647621471289,508.6647621471289,0.0,56626.43514734053,479.87721639907,489.5445268854493,0.0010010825913865217,57106.312363739606,0.008403225432286436,0.008572511630015387,1.7530156473948265e-08,0.9915967745677136
2021-11-29,0.9897643465641716,0.009839456922357628,0.009839456922357628,0.0,58044.286,57450.16480457389,571.1242516860059,571.1242516860059,0.0,56401.09466506662,535.5745880595921,545.8383595696472,0.001518206223861598,56936.669253126216,0.00940649664065457,0.009586763095378589,2.6664823281320375e-08,0.9905935033593454
2021-11-30,0.9911076301462612,0.007700153439770564,0.007700153439770564,0.0,58134.429,57617.47615609608,447.6440234334476,447.6440234334476,0.0,56138.1224564096,597.7365242042728,608.60554743246,0.0023024575174958204,56735.85898061387,0.010535427416521779,0.01072699979109182,4.058205090862464e-08,0.9894645725834782
2021-12-01,0.9934713997514101,0.0042968827951206075,0.004643383141620955,0.0,57620.857,57244.67345866584,247.59006908340484,267.5557159995518,0.0,55831.689785864626,667.113340202113,678.5904762310906,0.0034918251134480206,56498.80312606674,0.011807565882653685,0.0120107053368359,6.180352361901636e-08,0.9881924341173463
2021-12-02,0.9925161075164196,0.005369431515687682,0.00571593186218803,0.0,57435.143,57005.30456500893,308.3940669322287,328.29536388302574,0.0,55475.23185528252,744.5424374360808,756.6231303250499,0.005295577673097466,56219.774292718605,0.013243426299783482,0.013458309640048577,9.419421795479053e-08,0.9867565737002165
2021-12-03,0.9907517995310048,0.007125254172316045,0.007471754518816392,0.0,56950.714,56424.022380075585,405.7883125448778,425.52175467932,0.0,55061.41625403418,830.9584110180031,843.6289358530913,0.008031084599227542,55892.37466505218,0.014867115881150356,0.015093810934116334,1.4368837694507793e-07,0.9851328841188497
2021-12-04,0.9866199249073269,0.011203733660631598,0.011203733660631598,0.0,56739.714,55980.5323659432,635.6966436364099,635.6966436364099,0.0,54582.13523715547,927.4043306642859,940.6397357993329,0.012179657031113615,55509.53956781975,0.01670711625217524,0.01694555103722469,2.194155657917664e-07,0.9832928837478248
2021-12-05,0.9842237843398439,0.012785918081145124,0.01278591808114512,0.0,56685.429,55791.14744730753,724.7752515885682,724.7752515885679,0.0,54028.53279530574,1035.044330896409,1048.8060271070617,0.01847123430997395,55063.57712620215,0.01879725918503541,0.019047182944603586,3.3545285784174676e-07,0.9812027408149646
2021-12-06,0.9839620778194744,0.01310841422764525,0.013108414227645249,0.0,52053.571,51218.73987908354,682.3397706961423,682.3397706961422,0.0,53391.07981890952,1155.1776625341256,1169.4106049659385,0.028012816457998704,54546.257481443645,0.021177945396659178,0.021438878833506883,5.13560741862602e-07,0.9788220546033409
2021-12-07,0.9853870939826472,0.012506169982177582,0.012506169982177582,0.0,55540.286,54728.68102050511,694.5962575747578,694.5962575747578,0.0,52659.71268945155,1289.2543750875932,1303.8837760866593,0.04248324030440117,53948.967064539145,0.02389766561323145,0.024168836717982443,7.874708750879043e-07,0.9761023343867685
2021-12-08,0.9816794773430854,0.016823940822188185,0.016823940822188185,0.0,48686.857,47794.88833323754,819.1048009863387,819.1048009863387,0.0,51824.051811423786,1438.892819340157,1453.8203213844845,0.0644285700249948,53262.944630763945,0.02701489430062551,0.02729515484851316,1.2096321461690601e-06,0.9729851056993745
2021-12-09,0.9764143409682019,0.022240375738613583,0.022240375738613583,0.0,52935.286,51686.772393653286,1177.3006504709713,1177.3006504709713,0.0,50873.71616172432,1605.8991813838138,1620.9984092401278,0.09771007591988269,52479.61534310813,0.03060043734856963,0.0308881534028432,1.8618672275141671e-06,0.9693995626514303
2021-12-10,0.9680165665528565,0.030416269491068126,0.030416269491068126,0.0,51664.286,50011.884747124815,1571.4348460396182,1571.4348460396182,0.0,49798.74690514285,1792.289283889701,1807.4006836393003,0.1481836230815835,51591.03618903255,0.03474032344151121,0.035033230908890434,2.872274604809838e-06,0.9652596765584888
2021-12-11,0.9626255572706187,0.036290020747720475,0.036290020747720475,0.0,50128.857,48255.31890496416,1819.1772605895128,1819.1772605895128,0.0,48590.1464261785,2000.3129177622452,2015.2377772851323,0.2247300080657963,50590.45934394075,0.03953933100632786,0.03983434432932261,4.4421420754052185e-06,0.9604606689936721
2021-12-12,0.9568691639175678,0.04263883116238273,0.04263883116238273,0.0,49296.143,47169.95913677086,2101.929918333675,2101.929918333675,0.0,47240.5278057199,2232.480997868169,2246.974528536586,0.34081753081072785,49473.00880358807,0.04512523195691014,0.04541819029962905,6.888959031454941e-06,0.9548747680430899
2021-12-13,0.9514982003178222,0.04762267880305693,0.04762267880305693,0.0,51739.143,49229.70145048644,2463.9565886344312,2463.9565886344312,0.0,45744.85338405548,2491.595870619101,2505.359213091933,0.5168717355891039,48236.44925467458,0.05165379933884003,0.05193913009360114,1.0715376931253164e-05,0.9483462006611599
2021-12-14,0.9382228791663403,0.05889654435046299,0.05889654435046299,0.0,45902.857,43067.1106565008,2703.5196531134607,2703.5196531134607,0.0,44101.220188173706,2780.7851392304447,2793.45613708964,0.7838692757834013,46882.00532740415,0.05931455192265378,0.05958482615198135,1.6720045789619894e-05,0.9406854480773462
2021-12-15,0.9139867411599862,0.081159127985394,0.0815538388596786,0.0,50105.714,45795.9582523543,4066.5360553255477,4086.3133255051416,0.0,42311.62682450404,3103.539414938698,3114.6819781636777,1.1887882412778388,45415.16623944274,0.06833707045298222,0.06858241940020907,2.6176018711682812e-05,0.9316629295470178
2021-12-16,0.8954318320168418,0.09933624498604042,0.09947957325600122,0.0,42731.714,38263.336952239726,4244.808010577413,4250.932673217493,0.0,40382.63502342983,3463.754449847062,3472.8463054389795,1.8028739309728412,43846.38947327689,0.07899748397660246,0.07920484097226704,4.1117956407143647e-05,0.9210025160233976
2021-12-17,0.867528899875254,0.1281258055299203,0.1282691337998811,0.0,37363.143,32413.606342671792,4787.182794004603,4792.537988651091,0.0,38325.82516572087,3865.778159956866,3872.1967590128625,2.7341744291545407,42191.60332567773,0.09162434833577801,0.09177647810924149,6.480375746921491e-05,0.9083756516642221
2021-12-18,0.844855729211703,0.15277253056489415,0.15252114796057037,0.0,40627.571,34324.43612330524,6206.776832374908,6196.563767769579,0.0,36157.945320115694,4314.463105968535,4317.469424727232,4.146551614404139,40472.40842608423,0.10660257873825689,0.1066768594365303,0.00010245378952372181,0.8933974212617432
2021-12-19,0.8419891566107851,0.15689601618743101,0.15689601618743101,0.0,38105.143,32084.117217103358,5978.545132952373,5978.545132952373,0.0,33900.672851154646,4815.225065312947,4813.94500164979,6.288512578999659,38715.89791646759,0.1243733278691392,0.12434026487093834,0.00016242714020394384,0.8756266721308609
2021-12-20,0.8420484109039702,0.15542058428712044,0.15567368476801133,0.0002531004808909137,36150.714,30440.65127674391,5618.565092276584,5627.714855374534,9.149763097949887,31579.948141073186,5374.108402397162,5367.511428381013,9.536934333306181,36954.056543470346,0.1454267516226645,0.14524823335882006,0.0002580754381345808,0.8545732483773355
2021-12-21,0.836930240517669,0.1565546909284019,0.15713979672137782,0.0005851057929759071,37967.286,31775.969803783126,5943.956725120241,5966.171604102414,22.214878982173055,29224.897360935087,5997.859026105309,5984.733710901811,14.463375136042485,35222.7563870404,0.170283635959624,0.16991099859248351,0.00041062587428177634,0.829716364040376
2021-12-22,0.8143537151602759,0.17561908346331725,0.1771620436624234,0.0005851057929759071,36168.857,29454.243071050754,6351.941516255787,6407.748623053949,21.16260775601719,26866.425370248762,6694.005815176023,6672.931780083408,21.93463989736547,33560.431185424786,0.19946125775890547,0.19883331484076538,0.0006535863551983096,0.8005387422410944
