date,fit
2020-01-13,3.231855261462186e-39
2020-01-14,3.8028107209887433e-39
2020-01-29,4.4746339825639906e-39
2020-01-30,5.265144848626754e-39
2020-01-31,6.195311255633948e-39
2020-02-02,7.289805438913219e-39
2020-02-23,8.577658352335715e-39
2020-02-27,1.0093029700990698e-38
2020-02-28,1.1876114011621965e-38
2020-03-01,1.3974206773928481e-38
2020-03-02,1.6442958931634237e-38
2020-03-03,1.934785299812781e-38
2020-03-04,2.2765939949955124e-38
2020-03-05,2.67878829684676e-38
2020-03-06,3.1520362238930583e-38
2020-03-07,3.7088904593277824e-38
2020-03-08,4.364121305148857e-38
2020-03-09,5.135108457612974e-38
2020-03-10,6.042301995670407e-38
2020-03-11,7.109764809885485e-38
2020-03-12,8.36581085952118e-38
2020-03-13,9.843756187261244e-38
2020-03-14,1.1582802611890688e-37
2020-03-15,1.3629077538474318e-37
2020-03-16,1.6036857466521613e-37
2020-03-17,1.8870007649125136e-37
2020-03-18,2.220367608937003e-37
2020-03-19,2.61262868064882e-37
2020-03-20,3.0741885242221444e-37
2020-03-21,3.617289801822184e-37
2020-03-22,4.256338024577589e-37
2020-03-23,5.008283652125218e-37
2020-03-24,5.893071695741e-37
2020-03-25,6.934170750573819e-37
2020-03-26,8.15919548931731e-37
2020-03-28,9.60063912867835e-37
2020-03-29,1.1296735296977577e-36
2020-03-30,1.3292472163522023e-36
2020-04-01,1.564078572906642e-36
2020-04-02,1.8403963928839902e-36
2020-04-03,2.1655298791326263e-36
2020-04-06,2.548103047554552e-36
2020-04-07,2.9982634751534392e-36
2020-04-09,3.527951459838565e-36
2020-04-11,4.1512167313248225e-36
2020-04-13,4.8845911137393964e-36
2020-04-16,5.74752702463865e-36
2020-04-17,6.762913441420566e-36
2020-04-18,7.957683020902796e-36
2020-04-20,9.36352647563445e-36
2020-04-21,1.1017733155442937e-35
2020-04-23,1.296418013025605e-35
2020-04-27,1.5254496009162875e-35
2020-05-04,1.7949430365479666e-35
2020-05-08,2.1120465091189105e-35
2020-05-11,2.485171042118533e-35
2020-05-12,2.9242135918498347e-35
2020-05-18,3.4408195596347447e-35
2020-05-21,4.0486916807180964e-35
2020-05-25,4.7639534830055866e-35
2020-05-27,5.605576956212116e-35
2020-06-02,6.595885775146525e-35
2020-06-03,7.761147424899256e-35
2020-06-27,9.132269933780516e-35
2020-06-29,1.0745621694528364e-34
2020-07-03,1.2643996119168352e-34
2020-07-07,1.4877746714547929e-34
2020-08-10,1.7506122685903179e-34
2020-08-19,2.059884049472486e-34
2020-08-21,2.4237933055775644e-34
2020-08-25,2.8519925622352796e-34
2020-08-26,3.355839607415344e-34
2020-08-31,3.948698751819776e-34
2020-09-03,4.646295311065807e-34
2020-09-07,5.467132712436762e-34
2020-09-10,6.432983289764211e-34
2020-09-14,7.569465784550377e-34
2020-09-15,8.90672487128101e-34
2020-09-16,1.0480230731026137e-33
2020-09-17,1.2331719881647988e-33
2020-09-18,1.4510302219705298e-33
2020-09-19,1.707376363783007e-33
2020-09-20,2.0090098768901083e-33
2020-09-21,2.3639314512350633e-33
2020-09-22,2.78155521803041e-33
2020-09-23,3.272958455250468e-33
2020-09-24,3.8511754073250496e-33
2020-09-25,4.531543012467066e-33
2020-09-26,5.332107707891241e-33
2020-09-27,6.274104103245521e-33
2020-09-28,7.382518218847233e-33
2020-09-29,8.686750228358103e-33
2020-09-30,1.0221394284843694e-32
2020-10-01,1.2027156114742197e-32
2020-10-02,1.4151932718501397e-32
2020-10-04,1.6652082816443968e-32
2020-10-05,1.9593921737855177e-32
2020-10-06,2.3055480404533542e-32
2020-10-07,2.7128575065035253e-32
2020-10-08,3.192124267835888e-32
2020-10-09,3.7560606544497913e-32
2020-10-10,4.41962481913975e-32
2020-10-11,5.200417495605481e-32
2020-10-12,6.11914884980304e-32
2020-10-13,7.200187807553276e-32
2020-10-14,8.472208429070581e-32
2020-10-15,9.96895047519682e-32
2020-10-16,1.1730114339010557e-31
2020-10-17,1.38024140804598e-31
2020-10-18,1.6240816495275668e-31
2020-10-19,1.9109999083901663e-31
2020-10-20,2.2486065592389028e-31
2020-10-21,2.6458564629192887e-31
2020-10-22,3.1132864900746278e-31
2020-10-23,3.663295006784676e-31
2020-10-24,4.310470735512638e-31
2020-10-25,5.071979714246088e-31
2020-10-26,5.9680206177446095e-31
2020-10-27,7.022360518079967e-31
2020-10-28,8.262965295271478e-31
2020-10-29,9.722741419366607e-31
2020-10-30,1.1440408779396009e-30
2020-10-31,1.3461527710587394e-30
2020-11-02,1.583970746126428e-30
2020-11-03,1.8638028153454166e-30
2020-11-04,2.1930713954058313e-30
2020-11-05,2.5805101836676842e-30
2020-11-06,3.0363958154587427e-30
2020-11-07,3.572820447091352e-30
2020-11-08,4.2040124947364566e-30
2020-11-09,4.9467140366062195e-30
2020-11-10,5.820624888863618e-30
2020-11-11,6.848925134168936e-30
2020-11-12,8.05888996269075e-30
2020-11-13,9.482613133956874e-30
2020-11-14,1.115785824903728e-29
2020-11-15,1.3129060412660477e-29
2020-11-16,1.5448504853891746e-29
2020-11-17,1.8177713767740634e-29
2020-11-18,2.1389078163034732e-29
2020-11-19,2.516777800057009e-29
2020-11-20,2.961404155232228e-29
2020-11-21,3.484580391017458e-29
2020-11-22,4.100183515988617e-29
2020-11-23,4.824542119367276e-29
2020-11-24,5.676869479325319e-29
2020-11-25,6.679773186335405e-29
2020-11-26,7.859854799090491e-29
2020-11-27,9.248415438590424e-29
2020-11-28,1.0882286035952475e-28
2020-11-29,1.2804804255888352e-28
2020-11-30,1.506696400829034e-28
2020-12-01,1.7728768038193544e-28
2020-12-02,2.086081947093837e-28
2020-12-03,2.4546194527537295e-28
2020-12-04,2.888264608315481e-28
2020-12-05,3.3985196517078167e-28
2020-12-06,3.9989188628324438e-28
2020-12-07,4.705387554102063e-28
2020-12-08,5.536664482013558e-28
2020-12-09,6.51479888402951e-28
2020-12-10,7.665735324441593e-28
2020-12-11,9.020001861983044e-28
2020-12-12,1.0613519792519686e-27
2020-12-13,1.248855644486984e-27
2020-12-14,1.4694846302225132e-27
2020-12-15,1.729091018639894e-27
2020-12-16,2.034560749565956e-27
2020-12-17,2.393996266853808e-27
2020-12-18,2.8169314319725483e-27
2020-12-19,3.314584405289523e-27
