date,delta_rel,omicron_rel,ba1_rel,ba2_rel,new_cases_smoothed,delta_abs,omicron_abs,ba1_abs,ba2_abs,delta_abs_fit,omicron_abs_fit,ba1_abs_fit,ba2_abs_fit,new_cases_smoothed_fit,omicron_rel_fit,ba1_rel_fit,ba2_rel_fit,delta_rel_fit
2021-11-23,0.9994903160040773,0.00025484199796126404,0.00025484199796126404,0.0,53113.714,53086.642790010184,13.535604994903162,13.535604994903162,0.0,57325.71786748419,290.2768044777016,291.3410514633891,1.0361599516863016,57615.9946719619,0.005038128841312206,0.005056600222249856,1.7983894187468326e-05,0.9949618711586877
2021-11-24,0.9985424487054991,0.001202709296539463,0.001202709296539463,0.0,54640.143,54560.50218883863,65.71620795034566,65.71620795034566,0.0,57220.54079546328,323.1639900823784,324.2873877310241,1.1685430581409009,57543.70478554566,0.005615974697610252,0.005635497209287809,2.0307052917357972e-05,0.9943840253023898
2021-11-25,0.9983309427833333,0.0014142152187052836,0.0014142152187052836,0.0,56898.857,56803.88955210407,80.46722949633566,80.46722949633566,0.0,57097.413709927205,359.77716054121026,360.9594642196402,1.3178398533035494,57457.19087046842,0.00626165594054698,0.006282233063453934,2.2936029996219093e-05,0.9937383440594529
2021-11-26,0.9974348984362581,0.0018622373922428774,0.0018622373922428774,0.0,58082.0,57933.01377097474,108.1624722162508,108.1624722162508,0.0,56953.37252807234,400.53845483867207,401.77860669005884,1.4862112840909218,57353.91098291101,0.00698362932839951,0.007005252123255754,2.5912989343198384e-05,0.9930163706716005
2021-11-27,0.9950494324015029,0.004247703426998012,0.004247703426998012,0.0,58052.571,57765.17782299795,246.5901047827454,246.5901047827454,0.0,56785.00068617277,445.91783859546734,447.21378657515646,1.676094386903026,57230.91852476823,0.007791554811451861,0.007814199004714778,2.9286519072337634e-05,0.9922084451885481
2021-11-28,0.9904716662930174,0.008825469535483533,0.008825469535483533,0.0,57636.0,57086.82495846435,508.6647621471289,508.6647621471289,0.0,56588.37383748948,496.4385226325963,497.7870089961615,1.8902375616978337,57084.81236012208,0.008696507917040908,0.008720130423760526,3.31127927647933e-05,0.9913034920829591
2021-11-29,0.9897643465641716,0.009839456922357628,0.009839456922357628,0.0,58044.286,57450.16480457389,571.1242516860059,571.1242516860059,0.0,56359.00306667726,552.6829954367741,554.0793100833932,2.1317403527944014,56911.68606211403,0.00971123917913045,0.009735773940674769,3.7456988191630746e-05,0.9902887608208696
2021-11-30,0.9911076301462612,0.007700153439770564,0.007700153439770564,0.0,58134.429,57617.47615609608,447.6440234334476,447.6440234334476,0.0,56091.778942592406,615.2997390797343,616.7374325047049,2.404098312198515,56707.07868167214,0.010850492626039659,0.010875845605921433,4.239503018122366e-05,0.9891495073739603
2021-12-01,0.9934713997514101,0.0042968827951206075,0.004643383141620955,0.0,57620.857,57244.67345866584,247.59006908340484,267.5557159995518,0.0,55780.91981803004,685.0107060239734,686.4812558968274,2.7112535948101826,56465.93052405401,0.012131398520602871,0.012157441655980364,4.8015742761118785e-05,0.9878686014793971
2021-12-02,0.9925161075164196,0.005369431515687682,0.00571593186218803,0.0,57435.143,57005.30456500893,308.3940669322287,328.29536388302574,0.0,55419.92916222461,762.6196430202865,764.1120675678953,3.0576520178365105,56182.54880524489,0.013573959516573099,0.01360052336209713,5.442351909728711e-05,0.986426040483427
